4GTV豪華套餐,#genre#
71豬哥亮歌廳秀,https://www.4gtv.tv/channel/4gtv-4gtv006?set=1&ch=113
72靖天育樂台,https://www.4gtv.tv/channel/4gtv-4gtv062?set=1&ch=83
73KLT-靖天國際台,https://www.4gtv.tv/channel/4gtv-4gtv063?set=1&ch=84
74Nice TV 靖天歡樂台,https://www.4gtv.tv/channel/4gtv-4gtv054?set=1&ch=119
75靖天資訊台,https://www.4gtv.tv/channel/4gtv-4gtv065?set=1&ch=88
77TVBS歡樂台,https://www.4gtv.tv/channel/4gtv-4gtv068?set=1&ch=184
79韓國娛樂台 KMTV,https://www.4gtv.tv/channel/4gtv-4gtv068?set=1&ch=184
80ROCK Entertainment,https://www.4gtv.tv/channel/4gtv-live080?set=1&ch=275
81Lifetime 娛樂頻道,https://www.4gtv.tv/channel/4gtv-live029?set=1&ch=217
82電影原聲台CMusic,https://www.4gtv.tv/channel/4gtv-live031?set=1&ch=218
83TRACE Urban,https://www.4gtv.tv/channel/4gtv-4gtv082?set=1&ch=78
84MTV Live HD 音樂頻道,https://www.4gtv.tv/channel/4gtv-live025?set=1&ch=213
86Mezzo Live HD,https://www.4gtv.tv/channel/4gtv-4gtv083?set=1&ch=79
87CLASSICA 古典樂,https://www.4gtv.tv/channel/4gtv-4gtv059?set=1&ch=80
90東森購物三台,https://www.4gtv.tv/channel/4gtv-live048?set=1&ch=287
97博斯高球台,https://www.4gtv.tv/channel/litv-longturn05?set=1&ch=48
99博斯運動一台,https://www.4gtv.tv/channel/litv-longturn07?set=1&ch=50
100博斯無限台,https://www.4gtv.tv/channel/litv-longturn10?set=1&ch=51
101博斯網球台,https://www.4gtv.tv/channel/litv-longturn09?set=1&ch=52
104TRACE Sport Stars,https://www.4gtv.tv/channel/4gtv-4gtv077?set=1&ch=57
105智林體育台,https://www.4gtv.tv/channel/4gtv-4gtv101?set=1&ch=58
106時尚運動X,https://www.4gtv.tv/channel/4gtv-4gtv014?set=1&ch=69
107車迷TV,https://www.4gtv.tv/channel/4gtv-live201?set=1&ch=160
108GINX Esports TV,https://www.4gtv.tv/channel/4gtv-4gtv053?set=1&ch=179
109TechStorm,https://www.4gtv.tv/channel/4gtv-live109?set=1&ch=181
110Pet Club TV,https://www.4gtv.tv/channel/4gtv-live110?set=1&ch=182
111民視旅遊台,https://www.4gtv.tv/channel/litv-ftv07?set=1&ch=61
112滾動力rollor,https://www.4gtv.tv/channel/4gtv-live012?set=1&ch=249
113亞洲旅遊台,https://www.4gtv.tv/channel/litv-longturn17?set=1&ch=250
114fun探索娛樂台,https://www.4gtv.tv/channel/4gtv-live011?set=1&ch=274
115幸福空間居家台,https://www.4gtv.tv/channel/4gtv-live206?set=1&ch=168
116Love Nature,https://www.4gtv.tv/channel/4gtv-live208?set=1&ch=139
117History 歷史頻道,https://www.4gtv.tv/channel/4gtv-live026?set=1&ch=214
118Globetrotter 環遊旅行家,https://www.4gtv.tv/channel/4gtv-4gtv016?set=1&ch=288
120愛爾達生活旅遊台,https://www.4gtv.tv/channel/4gtv-live120?set=1&ch=237
121LUXE TV Channel,https://www.4gtv.tv/channel/4gtv-live121?set=1&ch=175
122TV5MONDE STYLE HD 生活時尚,https://www.4gtv.tv/channel/4gtv-live122?set=1&ch=178
125公視戲劇,https://www.4gtv.tv/channel/4gtv-4gtv042?set=1&ch=7
126民視影劇台,https://www.4gtv.tv/channel/litv-ftv09?set=1&ch=24
127龍華戲劇台,https://www.4gtv.tv/channel/litv-longturn18?set=1&ch=23
128HITS頻道,https://www.4gtv.tv/channel/4gtv-live620?set=1&ch=186
129龍華日韓台,https://www.4gtv.tv/channel/litv-longturn11?set=1&ch=28
130八大精彩台,https://www.4gtv.tv/channel/4gtv-4gtv034?set=1&ch=172
132靖天戲劇台,https://www.4gtv.tv/channel/4gtv-4gtv058?set=1&ch=116
133靖洋戲劇台,https://www.4gtv.tv/channel/4gtv-4gtv045?set=1&ch=118
134CI 罪案偵查頻道,https://www.4gtv.tv/channel/4gtv-live027?set=1&ch=215
135視納華仁紀實頻道,https://www.4gtv.tv/channel/4gtv-4gtv013?set=1&ch=38
136影迷數位紀實台,https://www.4gtv.tv/channel/4gtv-live023?set=1&ch=212
137金光布袋戲,https://www.4gtv.tv/channel/4gtv-live144?set=1&ch=236
138ROCK Action,https://www.4gtv.tv/channel/4gtv-live138?set=1&ch=180
145采昌影劇台,https://www.4gtv.tv/channel/4gtv-4gtv049?set=1&ch=25
146靖天映畫,https://www.4gtv.tv/channel/4gtv-4gtv055?set=1&ch=42
147靖天電影台,https://www.4gtv.tv/channel/4gtv-4gtv061?set=1&ch=82
148龍華電影台,https://www.4gtv.tv/channel/litv-longturn03?set=1&ch=121
152影迷數位電影台,https://www.4gtv.tv/channel/4gtv-4gtv011?set=1&ch=40
153amc電影台,https://www.4gtv.tv/channel/4gtv-4gtv017?set=1&ch=39
154CinemaWorld,https://www.4gtv.tv/channel/4gtv-live069?set=1&ch=225
157My Cinema Europe HD 我的歐洲電影,https://www.4gtv.tv/channel/4gtv-live157?set=1&ch=176
160好消息2台,https://www.4gtv.tv/channel/litv-ftv17?set=1&ch=8
161好消息,https://www.4gtv.tv/channel/litv-ftv16?set=1&ch=9
163大愛二台,https://www.4gtv.tv/channel/4gtv-live106?set=1&ch=230
164人間衛視,https://www.4gtv.tv/channel/4gtv-live008?set=1&ch=210
170半島國際新聞台,https://www.4gtv.tv/channel/litv-ftv10?set=1&ch=85
171VOA美國之音,https://www.4gtv.tv/channel/litv-ftv03?set=1&ch=86
172CNBC Asia 財經台,https://www.4gtv.tv/channel/4gtv-live130?set=1&ch=235
173DW德國之聲,https://www.4gtv.tv/channel/4gtv-live071?set=1&ch=226
185國會頻道1,https://www.4gtv.tv/channel/4gtv-4gtv084?set=1&ch=170
186國會頻道2,https://www.4gtv.tv/channel/4gtv-4gtv085?set=1&ch=171
199TVBS綜藝台,https://www.4gtv.tv/channel/4gtv-live087?set=1&ch=284
200TVBS台劇台,https://www.4gtv.tv/channel/4gtv-live088?set=1&ch=285
201經典電影台,https://www.4gtv.tv/channel/4gtv-live021?set=1&ch=201
202經典卡通台,https://www.4gtv.tv/channel/4gtv-live022?set=1&ch=202
203兒童卡通台,https://www.4gtv.tv/channel/4gtv-live009?set=1&ch=269
204精選動漫台,https://www.4gtv.tv/channel/4gtv-live024?set=1&ch=204
205戲劇免費看 1台,https://www.4gtv.tv/channel/4gtv-live010?set=1&ch=270
206戲劇免費看 2台,https://www.4gtv.tv/channel/4gtv-live006?set=1&ch=244
208電影免費看 2台,https://www.4gtv.tv/channel/4gtv-live005?set=1&ch=245
209超人力霸王整套看,https://www.4gtv.tv/channel/4gtv-live015?set=1&ch=278
210花系列 經典劇場,https://www.4gtv.tv/channel/4gtv-live016?set=1&ch=279

寶島(免翻1),#genre#
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,rtmp://220.130.201.73/sat/tv581
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8

中天新闻台,http://60.251.39.247:8504/http/192.168.77.24:8081/hls/78/80/ch63max.m3u8?blog.ntnas.top

非凡新聞,http://211.23.114.106:8506/http/61.221.81.94:8088/hls/75/817/ch57.m3u8?token=
年代新聞,http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8
壹新聞,http://211.23.114.106:8516/http/61.221.81.94:8088/hls/66/808/ch24.m3u8?token=
壹新聞,http://211.23.114.106:8529/http/60.251.39.91:8081/hls/66/808/ch24.m3u8
壹新聞,http://211.23.114.106:8516/.m3u8

東森新聞,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=MD8D8672451386724513&ct=19234&tsum=d08fdb1dd5078503ffd859a065bc9290
東森財經,http://50.7.234.10:8278/ettvcaijing_twn/playlist.m3u8?tid=MEFE2625686426256864&ct=19234&tsum=c294dfaad2db8dd9c4cf483c6888b31b
民視新聞,http://50.7.234.10:8278/ftvnew_taiwan/playlist.m3u8?tid=MF1F9892989898929898&ct=19234&tsum=454a768519608690638d11c0258cdcbe
非凡新聞,http://50.7.234.10:8278/feifannews_twn/playlist.m3u8?tid=ME3E6962233269622332&ct=19225&tsum=eea4d84db71e12ba91bfcf328f4dec9d
非凡新聞,http://50.7.234.10:8278/feifannews_twn/playlist.m3u8?tid=m050e7aad65f614336734&ct=17874&tsum=4ea1b829d195ac69a6c2ca51b21ae378
非凡新聞,http://50.7.234.10:8278/feifannews_twn/playlist.m3u8?ct=17874&tid=m050e7aad65f614336734&tsum=4ea1b829d195ac69a6c2ca51b21ae378

TVBS新聞,http://38.64.72.148/hls/modn/list/4027/chunklist0.m3u8
TVBS新聞,http://38.64.72.148/hls/modn/list/4027/chunklist1.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台視新聞,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
TVBS HD,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS HD,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
HBO,http://220.134.196.147:9520/http/60.251.39.91:8081/hls/71/813/ch41.m3u8

amc電影,http://61.221.215.25:8800/hls/43/index.m3u8
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8
八大戲劇,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一http://61.221.215.25:8800/hls/55/index.m3u8
八大綜合,http://61.221.215.25:8800/hls/56/index.m3u8
中天娛樂,http://61.221.215.25:8800/hls/47/index.m3u8
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
ASC搜索英,http://61.221.215.25:8800/hls/50/index.m3u8
探索台,http://61.221.215.25:8800/hls/1/index.m3u8
中華一番,http://61.221.215.25:8800/hls/40/index.m3u8
NHK新聞,http://61.221.215.25:8800/hls/51/index.m3u8

台視,rtmp://f13h.mine.nu/sat/tv071
中視,rtmp://f13h.mine.nu/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111
民視,rtmp://f13h.mine.nu/sat/tv051
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
東森超視,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
緯來日本台,rtmp://f13h.mine.nu/sat/tv771
ELEVEN體育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN體育2,rtmp://f13h.mine.nu/sat/tv741

台視,rtmp://220.130.201.73/sat/tv071
中視,rtmp://220.130.201.73/sat/tv091
華視,rtmp://220.130.201.73/sat/tv111
民視,rtmp://220.130.201.73/sat/tv051
東森超視,rtmp://220.130.201.73/sat/tv331
緯來育樂,rtmp://220.130.201.73/sat/tv701
緯來體育,rtmp://220.130.201.73/sat/tv721
MoMo综合,rtmp://220.130.201.73/sat/tv761
緯來日本台,rtmp://220.130.201.73/sat/tv771
ELEVEN體育1,rtmp://220.130.201.73/sat/tv731
ELEVEN體育2,rtmp://220.130.201.73/sat/tv741
==============
大愛1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛2台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大愛2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
Dali_TV(大立),http://www.dalitv.com.tw:4568/live/dali/index.m3u8
==============
TVBS新聞,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
TVBS新聞,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8
==============
TVBS新聞,http://125.227.210.55:8186/VideoInput/play.ts	
三立新聞,http://125.227.210.55:8162/VideoInput/play.ts
==============
三立新聞,https://stream1.freetv.fun/e12a5ecb3e0328b72c684ffe48cb7382b9b3e283c0c99492612b5af06b539153.ctv
民視新聞,https://stream1.freetv.fun/6fa1566ea8689cbf43afb55f899dc5ee945e1caabde5bfc367cc510aa794d313.m3u8
==============
TVBS新聞,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
==============
TVBS新聞,https://distant-dita-bobyang03-1e6eec5a.koyeb.app/litv/4gtv-4gtv072?set=2&ch=291
TVBS新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tvbs_n&sp=chaojidianshi
東森新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvnews&sp=chaojidianshi
==============


寶島(免翻2),#genre#


寶島(免翻3),#genre#


電影(免翻),#genre#



體育(免翻),#genre#
緯來體育,rtmp://f13h.mine.nu/sat/tv721
ELEVEN體育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN體育2,rtmp://f13h.mine.nu/sat/tv741
緯來精彩,http://61.221.215.25:8800/hls/48/index.m3u8
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
IMSA Official,https://www.youtube.com/watch?v=58CZxDrMniI

港澳(免翻),#genre#
黃金翡翠,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
無線新聞,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
無線翡翠,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
無線明珠,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
無線娛樂,http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
無線經典,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
無線翡劇,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
無線明劇,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
無線J1美,http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
Plus綜合,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
pₒₚc電影,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
美亞電影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
東方國際,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
國家地理,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
channelu,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
channel5,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
channel8,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
ThrIll_影,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
Nhk新聞,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
CNa新聞,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
TVN韓綜,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
KIX_韓綜,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
DW_綜合,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
france24,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
rock影綜,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
Nick綜合,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
Nick卡通,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
AniMAX_,http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
ZooMoo-,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8



台灣(4gtv),#genre#
中天新聞,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv009
非凡新聞,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv010
非凡商業,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv048
TVBS新聞,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv072
東森新聞,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv152
東森財經新聞,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv153
民視,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv155
寰宇新聞臺灣台,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv156

東森財經新聞,http://4gtv.mumi.rip:9877/293/4gtv-4gtv153/index.m3u8
東森新聞,http://4gtv.mumi.rip:9877/292/4gtv-4gtv152/index.m3u8
TVBS新聞,http://4gtv.mumi.rip:9877/291/4gtv-4gtv072/index.m3u8
寰宇新聞,http://4gtv.mumi.rip:9877/36/litv-longturn14/index.m3u8
鏡電視新聞,http://4gtv.mumi.rip:9877/268/4gtv-4gtv075/index.m3u8
中天新聞,http://4gtv.mumi.rip:9877/30/4gtv-4gtv009/index.m3u8
三立iNEWS,http://4gtv.mumi.rip:9877/229/4gtv-live089/index.m3u8
半島新聞,http://4gtv.mumi.rip:9877/85/litv-ftv10/index.m3u8
寰宇新聞,http://4gtv.mumi.rip:9877/36/litv-longturn14/index.m3u8
鏡電視新聞,http://4gtv.mumi.rip:9877/268/4gtv-4gtv075/index.m3u8
華視新聞,http://4gtv.mumi.rip:9877/34/4gtv-4gtv052/index.m3u8
中視新聞,http://4gtv.mumi.rip:9877/33/4gtv-4gtv074/index.m3u8

霹靂台灣,http://4gtv.mumi.rip:9877/301/4gtv-live145/index.m3u8
中視經典,http://4gtv.mumi.rip:9877/124/4gtv-4gtv080/index.m3u8
中視,http://4gtv.mumi.rip:9877/4/4gtv-4gtv040/index.m3u8
華視,http://4gtv.mumi.rip:9877/6/4gtv-4gtv041/index.m3u8
采昌影劇,http://4gtv.mumi.rip:9877/25/4gtv-4gtv049/index.m3u8
公視戲劇,http://4gtv.mumi.rip:9877/7/4gtv-4gtv042/index.m3u8
TVBS,http://4gtv.mumi.rip:9877/183/4gtv-4gtv073/index.m3u8
TVBS綜藝,http://4gtv.mumi.rip:9877/284/4gtv-live087/index.m3u8
TVBS臺劇,http://4gtv.mumi.rip:9877/285/4gtv-live088/index.m3u8
TVBS精采,http://4gtv.mumi.rip:9877/227/4gtv-4gtv067/index.m3u8
TVBS歡樂,http://4gtv.mumi.rip:9877/184/4gtv-4gtv068/index.m3u8
TVBS,http://4gtv.mumi.rip:9877/183/4gtv-4gtv073/index.m3u8
民視影劇,http://4gtv.mumi.rip:9877/24/litv-ftv09/index.m3u8
民視綜藝,http://4gtv.mumi.rip:9877/16/4gtv-4gtv004/index.m3u8
民視台灣,http://4gtv.mumi.rip:9877/2/4gtv-4gtv001/index.m3u8
民視旅遊,http://4gtv.mumi.rip:9877/61/litv-ftv07/index.m3u8
民視第一,http://4gtv.mumi.rip:9877/1/4gtv-4gtv003/index.m3u8
民視,http://4gtv.mumi.rip:9877/3/4gtv-4gtv002/index.m3u8
時尚運動X,http://4gtv.mumi.rip:9877/69/4gtv-4gtv014/index.m3u8
三立綜合,http://4gtv.mumi.rip:9877/169/4gtv-live207/index.m3u8
愛爾達生活旅遊,http://4gtv.mumi.rip:9877/237/4gtv-live120/index.m3u8
愛爾達娛樂,http://4gtv.mumi.rip:9877/19/4gtv-4gtv070/index.m3u8
八大綜藝,http://4gtv.mumi.rip:9877/114/4gtv-4gtv039/index.m3u8
八大精彩,http://4gtv.mumi.rip:9877/172/4gtv-4gtv034/index.m3u8
amc電影,http://4gtv.mumi.rip:9877/39/4gtv-4gtv017/index.m3u8
豬哥亮歌廳秀,http://4gtv.mumi.rip:9877/113/4gtv-4gtv006/index.m3u8
新唐人亞太,http://4gtv.mumi.rip:9877/223/4gtv-live050/index.m3u8
Global Trekker,http://4gtv.mumi.rip:9877/252/4gtv-live112/index.m3u8
GINX Esports TV,http://4gtv.mumi.rip:9877/179/4gtv-4gtv053/index.m3u8
FRANCE24 英文,http://4gtv.mumi.rip:9877/316/4gtv-live146/index.m3u8
ELTV生活英語,http://4gtv.mumi.rip:9877/106/litv-longturn20/index.m3u8
DreamWorks 夢工廠動畫,http://4gtv.mumi.rip:9877/282/4gtv-live017/index.m3u8
CNBC Asia 財經,http://4gtv.mumi.rip:9877/235/4gtv-live130/index.m3u8
CLASSICA 古典樂,http://4gtv.mumi.rip:9877/80/4gtv-4gtv059/index.m3u8
CI 罪案偵查頻道,http://4gtv.mumi.rip:9877/215/4gtv-live027/index.m3u8
CinemaWorld,http://4gtv.mumi.rip:9877/225/4gtv-live069/index.m3u8
Bloomberg TV,http://4gtv.mumi.rip:9877/283/4gtv-live059/index.m3u8
中視菁採,http://4gtv.mumi.rip:9877/123/4gtv-4gtv064/index.m3u8
智林體育,http://4gtv.mumi.rip:9877/58/4gtv-4gtv101/index.m3u8
影迷數位紀實,http://4gtv.mumi.rip:9877/212/4gtv-live023/index.m3u8
影迷數位電影,http://4gtv.mumi.rip:9877/40/4gtv-4gtv011/index.m3u8
香蕉直擊,http://4gtv.mumi.rip:9877/94/4gtv-4gtv038/index.m3u8
戲劇免費看 1,http://4gtv.mumi.rip:9877/270/4gtv-live010/index.m3u8
視納華仁紀實,http://4gtv.mumi.rip:9877/38/4gtv-4gtv013/index.m3u8
人間衛視,http://4gtv.mumi.rip:9877/210/4gtv-live008/index.m3u8
尼克兒童頻道,http://4gtv.mumi.rip:9877/185/4gtv-live105/index.m3u8
客家電視,http://4gtv.mumi.rip:9877/107/4gtv-4gtv043/index.m3u8
靖洋戲劇,http://4gtv.mumi.rip:9877/118/4gtv-4gtv045/index.m3u8
靖洋卡通Nice Bingo,http://4gtv.mumi.rip:9877/59/4gtv-4gtv057/index.m3u8
靖天卡通,http://4gtv.mumi.rip:9877/15/4gtv-4gtv044/index.m3u8
靖天綜合,http://4gtv.mumi.rip:9877/21/4gtv-4gtv046/index.m3u8
靖天資訊,http://4gtv.mumi.rip:9877/88/4gtv-4gtv065/index.m3u8
靖天育樂,http://4gtv.mumi.rip:9877/83/4gtv-4gtv062/index.m3u8
靖天映畫,http://4gtv.mumi.rip:9877/42/4gtv-4gtv055/index.m3u8
靖天戲劇,http://4gtv.mumi.rip:9877/116/4gtv-4gtv058/index.m3u8
靖天日本,http://4gtv.mumi.rip:9877/22/4gtv-4gtv047/index.m3u8
靖天電影,http://4gtv.mumi.rip:9877/82/4gtv-4gtv061/index.m3u8
經典卡通,http://4gtv.mumi.rip:9877/202/4gtv-live022/index.m3u8
經典電影,http://4gtv.mumi.rip:9877/201/4gtv-live021/index.m3u8
精選動漫,http://4gtv.mumi.rip:9877/204/4gtv-live024/index.m3u8
金光布袋戲,http://4gtv.mumi.rip:9877/236/4gtv-live144/index.m3u8
好消息2,http://4gtv.mumi.rip:9877/8/litv-ftv17/index.m3u8
好消息,http://4gtv.mumi.rip:9877/9/litv-ftv16/index.m3u8
滾動力rollor,http://4gtv.mumi.rip:9877/249/4gtv-live012/index.m3u8
東森購物1,http://4gtv.mumi.rip:9877/173/4gtv-live047/index.m3u8
東森購物2,http://4gtv.mumi.rip:9877/174/4gtv-live046/index.m3u8
東森購物3,http://4gtv.mumi.rip:9877/287/4gtv-live048/index.m3u8
東森購物4,http://4gtv.mumi.rip:9877/286/4gtv-live049/index.m3u8
電影原聲臺CMusic,http://4gtv.mumi.rip:9877/218/4gtv-live031/index.m3u8
達文西頻道,http://4gtv.mumi.rip:9877/11/4gtv-4gtv018/index.m3u8
